"dotted_numeric","dotted_alphanumeric","nid","author","dtCreated"
"1","","","",""
"1.5","5","06","","Tue 9 May 2006 06:44:55 GMT+00:00"
"1.5.1","5a","0609","","Mon 15 May 2006 06:19:44 GMT+00:00"
"1.5.2","5b","0407","","Mon 15 May 2006 06:33:30 GMT+00:00"
"1.5.3","5c","0409","","Mon 15 May 2006 06:38:46 GMT+00:00"
"1.5.4","5d","0408","","Tue 9 May 2006 07:38:09 GMT+00:00"
"1.5.5","5e","0634","","Mon 15 May 2006 06:24:27 GMT+00:00"
"1.5.5.1","5e1","0410","","Mon 15 May 2006 06:33:49 GMT+00:00"
"1.5.5.1.1","5e1a","0411","","Mon 15 May 2006 06:38:38 GMT+00:00"
"1.5.5.1.1.1","5e1a1","0412","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.1.1.1","5e1a1a","0413","","Mon 15 May 2006 06:37:59 GMT+00:00"
"1.5.5.1.1.2","5e1a2","0414","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.1.2.1","5e1a2a","0674","","Mon 15 May 2006 06:37:58 GMT+00:00"
"1.5.5.1.1.3","5e1a3","0675","","Mon 15 May 2006 06:38:03 GMT+00:00"
"1.5.5.1.1.3.1","5e1a3a","0676","","Mon 15 May 2006 06:38:15 GMT+00:00"
"1.5.5.1.2","5e1b","0415","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.5.5.1.2.1","5e1b1","0416","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.2","5e1b2","0417","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.3","5e1b3","0418","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.4","5e1b4","0419","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.5","5e1b5","0420","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.6","5e1b6","0421","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.6.1","5e1b6a","0422","","Fri 19 May 2006 07:47:34 GMT+00:00"
"1.5.5.1.2.7","5e1b7","0423","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.8","5e1b8","0424","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.9","5e1b9","0425","","Mon 15 May 2006 06:24:11 GMT+00:00"
"1.5.5.1.2.10","5e1b10","0657","","Mon 15 May 2006 06:32:14 GMT+00:00"
"1.5.6","5f","0638","","Mon 15 May 2006 06:25:01 GMT+00:00"
"1.5.6.1","5f1","0640","","Mon 15 May 2006 06:29:02 GMT+00:00"
"1.5.6.2","5f2","0655","","Mon 15 May 2006 06:32:04 GMT+00:00"
"1.5.6.2.1","5f2a","0656","","Mon 15 May 2006 06:32:10 GMT+00:00"
"1.5.6.3","5f3","0641","","Mon 15 May 2006 06:29:06 GMT+00:00"
"1.5.6.4","5f4","0642","","Mon 15 May 2006 06:28:32 GMT+00:00"
"1.5.7","5g","0639","","Mon 15 May 2006 06:25:03 GMT+00:00"
"1.5.7.1","5g1","0643","","Mon 15 May 2006 06:34:19 GMT+00:00"
"1.5.7.2","5g2","0644","","Mon 15 May 2006 06:29:34 GMT+00:00"
"1.5.7.2.4.1","5g2d1","0649","","Mon 15 May 2006 06:30:38 GMT+00:00"
"1.5.7.3","5g3","0652","","Mon 15 May 2006 06:29:57 GMT+00:00"
"1.5.8","5h","0658","","Mon 15 May 2006 06:35:01 GMT+00:00"
"1.5.8.1","5h1","0659","","Mon 15 May 2006 06:35:07 GMT+00:00"
"1.5.8.2","5h2","0660","","Mon 15 May 2006 06:35:13 GMT+00:00"
"1.5.8.3","5h3","0662","","Mon 15 May 2006 06:35:42 GMT+00:00"
"1.5.8.3.1","5h3a","0663","","Mon 15 May 2006 06:35:50 GMT+00:00"
"1.5.8.3.2","5h3b","0664","","Mon 15 May 2006 06:36:07 GMT+00:00"
"1.5.8.3.3","5h3c","0665","","Mon 15 May 2006 06:36:36 GMT+00:00"
"1.5.8.3.3.1","5h3c1","0666","","Mon 15 May 2006 06:37:14 GMT+00:00"
"1.5.8.4","5h4","0667","","Mon 15 May 2006 06:37:29 GMT+00:00"
"1.5.9","5i","0636","","Mon 15 May 2006 06:24:39 GMT+00:00"
"1.5.9.1","5i1","0426","","Mon 15 May 2006 06:33:45 GMT+00:00"
"1.5.9.1.1","5i1a","0431","","Tue 9 May 2006 07:41:00 GMT+00:00"
"1.5.9.1.1.1","5i1a1","0432","","Mon 15 May 2006 06:32:31 GMT+00:00"
"1.5.9.1.1.1.1","5i1a1a","0446","","Mon 15 May 2006 06:32:16 GMT+00:00"
"1.5.9.1.1.2","5i1a2","0433","","Mon 15 May 2006 06:32:31 GMT+00:00"
"1.5.9.1.1.2.1","5i1a2a","0447","","Mon 15 May 2006 06:32:17 GMT+00:00"
"1.5.9.1.1.3","5i1a3","0434","","Mon 15 May 2006 06:32:32 GMT+00:00"
"1.5.9.1.1.3.1","5i1a3a","0458","","Mon 15 May 2006 06:32:17 GMT+00:00"
"1.5.9.1.1.4","5i1a4","0435","","Mon 15 May 2006 06:32:32 GMT+00:00"
"1.5.9.1.1.4.1","5i1a4a","0457","","Mon 15 May 2006 06:32:17 GMT+00:00"
"1.5.9.1.1.5","5i1a5","0436","","Mon 15 May 2006 06:32:33 GMT+00:00"
"1.5.9.1.1.5.1","5i1a5a","0456","","Mon 15 May 2006 06:32:18 GMT+00:00"
"1.5.9.1.1.6","5i1a6","0437","","Mon 15 May 2006 06:32:33 GMT+00:00"
"1.5.9.1.1.6.1","5i1a6a","0455","","Mon 15 May 2006 06:32:26 GMT+00:00"
"1.5.9.1.1.7","5i1a7","0438","","Mon 15 May 2006 06:32:34 GMT+00:00"
"1.5.9.1.1.7.1","5i1a7a","0454","","Mon 15 May 2006 06:32:26 GMT+00:00"
"1.5.9.1.1.8","5i1a8","0439","","Mon 15 May 2006 06:32:34 GMT+00:00"
"1.5.9.1.1.8.1","5i1a8a","0453","","Mon 15 May 2006 06:32:27 GMT+00:00"
"1.5.9.1.1.9","5i1a9","0440","","Mon 15 May 2006 06:32:34 GMT+00:00"
"1.5.9.1.1.9.1","5i1a9a","0452","","Mon 15 May 2006 06:32:27 GMT+00:00"
"1.5.9.1.1.10","5i1a10","0441","","Mon 15 May 2006 06:32:35 GMT+00:00"
"1.5.9.1.1.10.1","5i1a10a","0451","","Mon 15 May 2006 06:32:28 GMT+00:00"
"1.5.9.1.1.11","5i1a11","0442","","Mon 15 May 2006 06:32:35 GMT+00:00"
"1.5.9.1.1.11.1","5i1a11a","0450","","Mon 15 May 2006 06:32:28 GMT+00:00"
"1.5.9.1.1.12","5i1a12","0443","","Mon 15 May 2006 06:32:36 GMT+00:00"
"1.5.9.1.1.12.1","5i1a12a","0449","","Mon 15 May 2006 06:32:28 GMT+00:00"
"1.5.9.1.1.13","5i1a13","0444","","Mon 15 May 2006 06:32:36 GMT+00:00"
"1.5.9.1.1.13.1","5i1a13a","0448","","Mon 15 May 2006 06:32:29 GMT+00:00"
"1.5.9.1.2","5i1b","0427","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.5.9.1.2.1","5i1b1","0428","","Mon 15 May 2006 06:32:29 GMT+00:00"
"1.5.9.1.2.2","5i1b2","0429","","Mon 15 May 2006 06:32:30 GMT+00:00"
"1.5.9.1.2.3","5i1b3","0430","","Mon 15 May 2006 06:32:30 GMT+00:00"
"1.5.10","5j","0616","","Mon 15 May 2006 06:19:44 GMT+00:00"
"1.6","6","011","","Tue 9 May 2006 06:45:12 GMT+00:00"
"1.6.1","6a","0610","","Mon 15 May 2006 06:19:44 GMT+00:00"
"1.6.2","6b","0459","","Thu 11 May 2006 00:10:24 GMT+00:00"
"1.6.2.1","6b1","0460","","Tue 9 May 2006 07:43:22 GMT+00:00"
"1.6.2.2","6b2","0461","","Tue 9 May 2006 07:43:27 GMT+00:00"
"1.6.3","6c","0617","","Mon 15 May 2006 06:19:45 GMT+00:00"
"1.7","7","","","Sat 26 Aug 2006 06:45:12 GMT+00:00"
"1.7.1","7a","","",""
"1.7.1.1","7a1","","",""
"1.7.1.2","7a2","","",""
"1.7.1.3","7a3","","",""
"1.7.2","7b","","",""
"1.7.2.1","7b1","","",""
"1.7.3","7c","","",""
"1.7.3.1","7c1","","",""
"1.7.4","7d","","",""
"1.7.4.1","7d1","","",""
"1.7.5","7e","","",""
"1.7.5.1","7e1","","",""
"1.7.5.2","7e2","","",""
"1.7.6","7f","","",""
"1.7.6.1","7f1","","",""
"1.7.7","7g","","",""
"1.7.7.1","7g1","","",""
"1.7.8","7h","","",""
"1.7.8.1","7h1","","",""
"1.7.9","7i","","",""
"1.7.9.1","7i1","","",""
"1.8","8","","",""
"1.8.1","8a","","",""
"1.8.2","8b","","",""
"1.8.3","8c","","",""
"1.8.4","8d","","",""
